XC-ID,scientific name,bird name,Vocalization Type,Author,Page URL
558672,Prunella modularis,Dunnock,"alarm call, call",B Whyte,https://xeno-canto.org/558672
569896,Prunella modularis,Dunnock,alarm call,Michał Jezierski,https://xeno-canto.org/569896
594545,Prunella modularis modularis,Unknown,"alarm call, call",Jarek Matusiak,https://xeno-canto.org/594545
595246,Prunella modularis,Dunnock,alarm call,Piotr Szczypinski,https://xeno-canto.org/595246
595247,Prunella modularis,Dunnock,alarm call,Piotr Szczypinski,https://xeno-canto.org/595247
595248,Prunella modularis,Dunnock,alarm call,Piotr Szczypinski,https://xeno-canto.org/595248
595249,Prunella modularis,Dunnock,alarm call,Piotr Szczypinski,https://xeno-canto.org/595249
595643,Prunella modularis,Dunnock,"alarm call, call",Jesper Lindegren,https://xeno-canto.org/595643
597996,Prunella modularis,Dunnock,alarm call,Uku Paal,https://xeno-canto.org/597996
601290,Prunella modularis,Dunnock,alarm call,Cedric Mroczko,https://xeno-canto.org/601290
608554,Prunella modularis,Dunnock,"alarm call, duet, waves and road in the distance",Jacobo Ramil MIllarengo,https://xeno-canto.org/608554
608673,Prunella modularis,Dunnock,alarm call,Jordi Calvet,https://xeno-canto.org/608673
615837,Prunella modularis,Dunnock,"alarm call, call",Paulo Alves,https://xeno-canto.org/615837
616827,Prunella modularis,Dunnock,alarm call,Gregorio Para,https://xeno-canto.org/616827
619517,Prunella modularis,Dunnock,"alarm call, call",Eduardo Realinho,https://xeno-canto.org/619517
670737,Prunella modularis,Dunnock,"alarm call, call",Stanislas Wroza,https://xeno-canto.org/670737
673910,Prunella modularis,Dunnock,"alarm call, call",Cédric JOUVE,https://xeno-canto.org/673910
680558,Prunella modularis,Dunnock,"alarm call, call",Domagoj Tomičić,https://xeno-canto.org/680558
683750,Prunella modularis,Dunnock,alarm call,Cureau Hervé,https://xeno-canto.org/683750
686168,Prunella modularis,Dunnock,alarm call,Lee Alder,https://xeno-canto.org/686168
696033,Prunella modularis,Dunnock,alarm call,Tristan Guillebot de Nerville,https://xeno-canto.org/696033
701092,Prunella modularis,Dunnock,"alarm call, call",Domagoj Tomičić,https://xeno-canto.org/701092
713901,Prunella modularis,Dunnock,"alarm call, call",Paweł Malczyk,https://xeno-canto.org/713901
745819,Prunella modularis,Dunnock,"alarm call, call",Sophie Dorman,https://xeno-canto.org/745819
747576,Prunella modularis,Dunnock,alarm call,Teet Sirotkin,https://xeno-canto.org/747576
770747,Prunella modularis,Dunnock,alarm call,Michel Veldt,https://xeno-canto.org/770747
770748,Prunella modularis,Dunnock,alarm call,Michel Veldt,https://xeno-canto.org/770748
778231,Prunella modularis,Dunnock,alarm call,Paul Driver,https://xeno-canto.org/778231
778232,Prunella modularis,Dunnock,alarm call,Paul Driver,https://xeno-canto.org/778232
778233,Prunella modularis,Dunnock,"alarm call, several birds",Paul Driver,https://xeno-canto.org/778233
833838,Prunella modularis,Dunnock,"alarm call, call",Branislav Oblučar,https://xeno-canto.org/833838
836528,Prunella modularis,Dunnock,"alarm call, call",Thierry THOMAS,https://xeno-canto.org/836528
836531,Prunella modularis,Dunnock,"alarm call, call",Thierry THOMAS,https://xeno-canto.org/836531
838244,Prunella modularis,Dunnock,alarm call,Andre Eden,https://xeno-canto.org/838244
842418,Prunella modularis,Dunnock,"alarm call, call",Francesco Barberini,https://xeno-canto.org/842418
846082,Prunella modularis,Dunnock,alarm call,Gil Lissens,https://xeno-canto.org/846082
858909,Prunella modularis,Dunnock,alarm call,FREDERIC Lionel,https://xeno-canto.org/858909
862082,Prunella modularis,Dunnock,"alarm call, call",Eliot Robles,https://xeno-canto.org/862082
864688,Prunella modularis modularis,Unknown,"alarm call, call",Karol Łanocha,https://xeno-canto.org/864688
905010,Prunella modularis,Dunnock,alarm call,Olivier SWIFT,https://xeno-canto.org/905010
937621,Prunella modularis,Dunnock,alarm call,Mikael Calner,https://xeno-canto.org/937621
411006,Sylvia atricapilla,Eurasian Blackcap,"alarm call, song, subsong",Frank Holzapfel,https://xeno-canto.org/411006
419879,Sylvia atricapilla,Eurasian Blackcap,"alarm call, song",Stanislas Wroza,https://xeno-canto.org/419879
445378,Sylvia atricapilla,Eurasian Blackcap,alarm call,Frank Holzapfel,https://xeno-canto.org/445378
464109,Sylvia atricapilla,Eurasian Blackcap,"alarm call, call, trumpet call, two males chasing each other",Stanislas Wroza,https://xeno-canto.org/464109
464110,Sylvia atricapilla,Eurasian Blackcap,"alarm call, call, trumpet call, two males chasing each other",Stanislas Wroza,https://xeno-canto.org/464110
464305,Sylvia atricapilla,Eurasian Blackcap,"alarm call, call, song, high sii",Stanislas Wroza,https://xeno-canto.org/464305
470718,Sylvia atricapilla,Eurasian Blackcap,alarm call,Ireneusz Oleksik,https://xeno-canto.org/470718
471721,Sylvia atricapilla,Eurasian Blackcap,"alarm call, call",Stanislas Wroza,https://xeno-canto.org/471721
485299,Sylvia atricapilla,Eurasian Blackcap,alarm call,Piotr Szczypinski,https://xeno-canto.org/485299
488480,Sylvia atricapilla,Eurasian Blackcap,"alarm call, call",Piotr Szczypinski,https://xeno-canto.org/488480
496003,Sylvia atricapilla,Eurasian Blackcap,alarm call,Joost van Bruggen,https://xeno-canto.org/496003
496375,Sylvia atricapilla,Eurasian Blackcap,"alarm call, call",Jack Berteau,https://xeno-canto.org/496375
512142,Sylvia atricapilla,Eurasian Blackcap,"alarm call, call",Sean Ronayne,https://xeno-canto.org/512142
540689,Sylvia atricapilla,Eurasian Blackcap,"alarm call, call, flight call, nuptial call, rattle",Stanislas Wroza,https://xeno-canto.org/540689
541505,Sylvia atricapilla,Eurasian Blackcap,"alarm call, call, buzz, interaction calls",Stanislas Wroza,https://xeno-canto.org/541505
545631,Sylvia atricapilla,Eurasian Blackcap,"alarm call, call",MERCIER Christophe,https://xeno-canto.org/545631
548364,Sylvia atricapilla,Eurasian Blackcap,"alarm call, call",Amélie Le Mieux,https://xeno-canto.org/548364
548836,Sylvia atricapilla,Eurasian Blackcap,alarm call,Koen Van Zonhoven,https://xeno-canto.org/548836
586242,Sylvia atricapilla,Eurasian Blackcap,"aberrant, alarm call, call, song",W. Agster,https://xeno-canto.org/586242
599016,Sylvia atricapilla atlantis,Unknown,"alarm call, call",Peter Stronach,https://xeno-canto.org/599016
618522,Sylvia atricapilla,Eurasian Blackcap,alarm call,SonoNatura,https://xeno-canto.org/618522
634348,Sylvia atricapilla,Eurasian Blackcap,alarm call,Bernard BOUSQUET,https://xeno-canto.org/634348
634524,Sylvia atricapilla,Eurasian Blackcap,alarm call,Luca Baghino,https://xeno-canto.org/634524
648062,Sylvia atricapilla,Eurasian Blackcap,alarm call,Oscar Vilches Mendoza,https://xeno-canto.org/648062
650749,Sylvia atricapilla,Eurasian Blackcap,alarm call,Stephan Risch,https://xeno-canto.org/650749
660275,Sylvia atricapilla,Eurasian Blackcap,alarm call,Martin Fransson,https://xeno-canto.org/660275
680172,Sylvia atricapilla,Eurasian Blackcap,alarm call,Beatrix Saadi-Varchmin,https://xeno-canto.org/680172
700143,Sylvia atricapilla,Eurasian Blackcap,"alarm call, call",Dominique Guillerme,https://xeno-canto.org/700143
700548,Sylvia atricapilla,Eurasian Blackcap,"alarm call, call",Beatrix Saadi-Varchmin,https://xeno-canto.org/700548
701402,Sylvia atricapilla,Eurasian Blackcap,alarm call,Dominique Guillerme,https://xeno-canto.org/701402
716609,Sylvia atricapilla,Eurasian Blackcap,"alarm call, call",Tanguy Loïs,https://xeno-canto.org/716609
719649,Sylvia atricapilla,Eurasian Blackcap,"alarm call, call",Chèvremont Fabian,https://xeno-canto.org/719649
728194,Sylvia atricapilla,Eurasian Blackcap,"alarm call, call",Agris Celmins,https://xeno-canto.org/728194
731789,Sylvia atricapilla,Eurasian Blackcap,alarm call,Bodo Sonnenburg,https://xeno-canto.org/731789
771656,Sylvia atricapilla,Eurasian Blackcap,"alarm call, call",Giuseppe Speranza,https://xeno-canto.org/771656
787407,Sylvia atricapilla,Eurasian Blackcap,alarm call,Simone Bocca,https://xeno-canto.org/787407
788417,Sylvia atricapilla,Eurasian Blackcap,alarm call,Carlo Fracasso,https://xeno-canto.org/788417
789860,Sylvia atricapilla,Eurasian Blackcap,"alarm call, call, song",Marcin Urbański,https://xeno-canto.org/789860
801453,Sylvia atricapilla,Eurasian Blackcap,"alarm call, call",Dominique Guillerme,https://xeno-canto.org/801453
822719,Sylvia atricapilla,Eurasian Blackcap,alarm call,Beatrix Saadi-Varchmin,https://xeno-canto.org/822719
823862,Sylvia atricapilla,Eurasian Blackcap,"alarm call, call",Dominique Guillerme,https://xeno-canto.org/823862
823919,Sylvia atricapilla,Eurasian Blackcap,alarm call,Dominique Guillerme,https://xeno-canto.org/823919
840912,Sylvia atricapilla,Eurasian Blackcap,alarm call,Alain Verneau,https://xeno-canto.org/840912
897903,Sylvia atricapilla,Eurasian Blackcap,"alarm call, call, ""tak"" and ""djih""",Stanislas Wroza,https://xeno-canto.org/897903
199093,Cyanistes caeruleus,Eurasian Blue Tit,alarm call,Timo Roeke,https://xeno-canto.org/199093
204383,Cyanistes caeruleus,Eurasian Blue Tit,alarm call,Mikael Litsgård,https://xeno-canto.org/204383
211280,Cyanistes caeruleus,Eurasian Blue Tit,alarm call,Anthony McGeehan,https://xeno-canto.org/211280
216169,Cyanistes caeruleus,Eurasian Blue Tit,"alarm call, call",Cedric Mroczko,https://xeno-canto.org/216169
217474,Cyanistes caeruleus,Eurasian Blue Tit,"alarm call, song, song as alarm",Frank Holzapfel,https://xeno-canto.org/217474
218749,Cyanistes caeruleus,Eurasian Blue Tit,alarm call,Anthony McGeehan,https://xeno-canto.org/218749
237251,Cyanistes caeruleus,Eurasian Blue Tit,alarm call,Mikael Litsgård,https://xeno-canto.org/237251
265708,Cyanistes caeruleus,Eurasian Blue Tit,"alarm call, call",Herman van der Meer,https://xeno-canto.org/265708
343158,Cyanistes caeruleus,Eurasian Blue Tit,alarm call,Patrik Åberg,https://xeno-canto.org/343158
385865,Cyanistes caeruleus,Eurasian Blue Tit,"alarm call, call",Dries Van de Loock,https://xeno-canto.org/385865
394169,Cyanistes caeruleus,Eurasian Blue Tit,alarm call,Marco Dragonetti,https://xeno-canto.org/394169
405103,Cyanistes caeruleus,Eurasian Blue Tit,alarm call,Ad Postma,https://xeno-canto.org/405103
411414,Cyanistes caeruleus,Eurasian Blue Tit,alarm call,Dmitry Kulakov,https://xeno-canto.org/411414
446111,Cyanistes caeruleus,Eurasian Blue Tit,"alarm call, call, flight call, feeding calls, thin calls",Stanislas Wroza,https://xeno-canto.org/446111
448139,Cyanistes caeruleus,Eurasian Blue Tit,alarm call,Patrik Åberg,https://xeno-canto.org/448139
448480,Cyanistes caeruleus,Eurasian Blue Tit,"alarm call, call",Jarek Matusiak,https://xeno-canto.org/448480
448897,Cyanistes caeruleus,Eurasian Blue Tit,"alarm call, call, flight call, song",Stanislas Wroza,https://xeno-canto.org/448897
471867,Cyanistes caeruleus ogliastrae,Unknown,"alarm call, chatter",Stanislas Wroza,https://xeno-canto.org/471867
484212,Cyanistes caeruleus orientalis,Unknown,alarm call,Albert Lastukhin,https://xeno-canto.org/484212
504586,Cyanistes caeruleus,Eurasian Blue Tit,"alarm call, call, wing flapping",Beatrix Saadi-Varchmin,https://xeno-canto.org/504586
504589,Cyanistes caeruleus,Eurasian Blue Tit,"alarm call, call",Beatrix Saadi-Varchmin,https://xeno-canto.org/504589
519531,Cyanistes caeruleus,Eurasian Blue Tit,"alarm call, call, chatter",Stanislas Wroza,https://xeno-canto.org/519531
524574,Cyanistes caeruleus,Eurasian Blue Tit,alarm call,Sean Ronayne,https://xeno-canto.org/524574
525916,Cyanistes caeruleus,Eurasian Blue Tit,alarm call,Markus Jacobs,https://xeno-canto.org/525916
534451,Cyanistes caeruleus,Eurasian Blue Tit,alarm call,Stephan Risch,https://xeno-canto.org/534451
540931,Cyanistes caeruleus,Eurasian Blue Tit,"alarm call, song",Joost van Bruggen,https://xeno-canto.org/540931
592540,Cyanistes caeruleus caeruleus,Unknown,"alarm call, call",Jarek Matusiak,https://xeno-canto.org/592540
612039,Cyanistes caeruleus,Eurasian Blue Tit,"alarm call, call",Uku Paal,https://xeno-canto.org/612039
626951,Cyanistes caeruleus,Eurasian Blue Tit,alarm call,Irish Wildlife Sounds,https://xeno-canto.org/626951
627768,Cyanistes caeruleus,Eurasian Blue Tit,"alarm call, call",Ireneusz Oleksik,https://xeno-canto.org/627768
630336,Cyanistes caeruleus,Eurasian Blue Tit,"alarm call, call",Frederik Fluyt,https://xeno-canto.org/630336
630630,Cyanistes caeruleus,Eurasian Blue Tit,alarm call,Marcin Urbański,https://xeno-canto.org/630630
634800,Cyanistes caeruleus,Eurasian Blue Tit,"alarm call, call",Hannu Varkki,https://xeno-canto.org/634800
655029,Cyanistes caeruleus,Eurasian Blue Tit,alarm call,Andrew McCafferty,https://xeno-canto.org/655029
669091,Cyanistes caeruleus,Eurasian Blue Tit,alarm call,Domagoj Tomičić,https://xeno-canto.org/669091
670883,Cyanistes caeruleus,Eurasian Blue Tit,"alarm call, anthropogenic",John Sirrett,https://xeno-canto.org/670883
694882,Cyanistes caeruleus,Eurasian Blue Tit,"alarm call, call, chutter call",Thomas Bergman,https://xeno-canto.org/694882
698551,Cyanistes caeruleus,Eurasian Blue Tit,alarm call,Dominique Guillerme,https://xeno-canto.org/698551
699853,Cyanistes caeruleus,Eurasian Blue Tit,"alarm call, call",Dominique Guillerme,https://xeno-canto.org/699853
709154,Cyanistes caeruleus,Eurasian Blue Tit,alarm call,Francesco Sottile,https://xeno-canto.org/709154
712892,Cyanistes caeruleus,Eurasian Blue Tit,alarm call,Lee Alder,https://xeno-canto.org/712892
714554,Cyanistes caeruleus,Eurasian Blue Tit,"alarm call, song",David Bissett,https://xeno-canto.org/714554
744123,Cyanistes caeruleus raddei,Unknown,alarm call,Cedric Mroczko,https://xeno-canto.org/744123
777303,Cyanistes caeruleus,Eurasian Blue Tit,alarm call,Dominique Guillerme,https://xeno-canto.org/777303
778133,Cyanistes caeruleus,Eurasian Blue Tit,alarm call,Paul Driver,https://xeno-canto.org/778133
789117,Cyanistes caeruleus,Eurasian Blue Tit,alarm call,João Tomás,https://xeno-canto.org/789117
790333,Cyanistes caeruleus,Eurasian Blue Tit,alarm call,Cedric Mroczko,https://xeno-canto.org/790333
864122,Cyanistes caeruleus,Eurasian Blue Tit,alarm call,Jacobo Ramil Millarengo,https://xeno-canto.org/864122
864575,Cyanistes caeruleus,Eurasian Blue Tit,"alarm call, call",Ulf Elman,https://xeno-canto.org/864575
879407,Cyanistes caeruleus,Eurasian Blue Tit,"alarm call, call",Jorge Leitão,https://xeno-canto.org/879407
962199,Cyanistes caeruleus,Eurasian Blue Tit,"alarm call, call, song",Jacobo Ramil Millarengo,https://xeno-canto.org/962199
354353,Pyrrhula pyrrhula,Eurasian Bullfinch,"alarm call, call, flight call",Stanislas Wroza,https://xeno-canto.org/354353
447430,Pyrrhula pyrrhula,Eurasian Bullfinch,"alarm call, call, flight call, song, subsong",Stanislas Wroza,https://xeno-canto.org/447430
447431,Pyrrhula pyrrhula,Eurasian Bullfinch,"alarm call, call",Stanislas Wroza,https://xeno-canto.org/447431
462357,Pyrrhula pyrrhula pyrrhula,Unknown,"alarm call, call, flight call, song",Stanislas Wroza,https://xeno-canto.org/462357
462358,Pyrrhula pyrrhula pyrrhula,Unknown,"alarm call, call, song",Stanislas Wroza,https://xeno-canto.org/462358
462359,Pyrrhula pyrrhula pyrrhula,Unknown,"alarm call, call, flight call",Stanislas Wroza,https://xeno-canto.org/462359
462940,Pyrrhula pyrrhula pyrrhula,Unknown,"alarm call, call, female song, flight call, song, thin feeding calls",Stanislas Wroza,https://xeno-canto.org/462940
671048,Pyrrhula pyrrhula,Eurasian Bullfinch,alarm call,Cedric Mroczko,https://xeno-canto.org/671048
708945,Pyrrhula pyrrhula,Eurasian Bullfinch,"alarm call, call, chaffinch fringilla coelebs alarm call",Jonathan Warren,https://xeno-canto.org/708945
820272,Pyrrhula pyrrhula,Eurasian Bullfinch,alarm call,Chacron,https://xeno-canto.org/820272
839321,Pyrrhula pyrrhula pyrrhula,Unknown,"alarm call, call",Peter Stronach,https://xeno-canto.org/839321
841157,Pyrrhula pyrrhula europaea,Unknown,alarm call,Beatrix Saadi-Varchmin,https://xeno-canto.org/841157
916002,Pyrrhula pyrrhula,Eurasian Bullfinch,alarm call,Sonothèque ADVL,https://xeno-canto.org/916002
936884,Pyrrhula pyrrhula,Eurasian Bullfinch,"alarm call, call",Jon Sparshott,https://xeno-canto.org/936884
946986,Pyrrhula pyrrhula pyrrhula,Unknown,"alarm call, call, flight call",Karol Łanocha,https://xeno-canto.org/946986
142285,Fulica atra,Eurasian Coot,"alarm call, call",Erik Roels,https://xeno-canto.org/142285
